MAG	Depth	Cluster.ID	Representative.cluster	Representative.sequence
2628	K_DeepCast_250m_m1_109	250	541_1	No
2629	K_DeepCast_250m_m1_092	250	540_1	No
2630	K_DeepCast_250m_m1_113	250	518_1	No
2631	K_DeepCast_250m_m2_150	250	517_1	No
2632	K_DeepCast_250m_m1_095	250	513_1	No
2633	K_DeepCast_250m_m1_124	250	500_1	No
2634	K_DeepCast_250m_m1_120	250	499_1	No
2635	K_DeepCast_250m_m2_043	250	497_1	No
2636	K_DeepCast_250m_m2_215	250	496_1	No
2637	K_DeepCast_250m_m1_125	250	495_1	No
2638	K_DeepCast_250m_m1_098	250	494_1	No
2639	K_DeepCast_250m_m2_335	250	493_1	No
2640	K_DeepCast_250m_m1_151	250	492_1	No
2641	K_DeepCast_250m_m1_364	250	489_1	Representative sequence
2642	K_DeepCast_250m_m2_026	250	488_1	No
2643	K_DeepCast_250m_mx_332	250	487_1	No
2644	K_DeepCast_250m_m2_212	250	486_1	No
2645	K_DeepCast_250m_m2_060	250	485_1	No
2646	K_DeepCast_250m_m2_227	250	482_1	Representative sequence
2647	K_DeepCast_250m_m2_167	250	481_1	No
2648	K_DeepCast_250m_m1_046	250	478_1	No
2649	K_DeepCast_250m_m2_294	250	473_1	No
2650	K_DeepCast_250m_m2_070	250	471_1	No
2651	K_DeepCast_250m_m1_082	250	470_1	No
2652	K_DeepCast_250m_m2_192	250	467_1	No
2653	K_DeepCast_250m_m1_044	250	464_1	Representative sequence
2654	K_DeepCast_250m_m2_245	250	463_1	No
2655	K_DeepCast_250m_m2_288	250	462_1	No
2656	K_DeepCast_250m_m1_035	250	458_1	No
2657	K_DeepCast_250m_m1_068	250	457_1	No
2658	K_DeepCast_250m_m2_240	250	456_1	No
2659	K_DeepCast_250m_mx_325	250	453_1	No
2660	K_DeepCast_250m_m1_101	250	451_1	No
2661	K_DeepCast_250m_m2_313	250	450_1	No
2662	K_DeepCast_250m_mx_207	250	445_1	No
2663	K_DeepCast_250m_m1_012	250	443_1	No
2664	K_DeepCast_250m_m2_176	250	440_1	No
2665	K_DeepCast_250m_m2_029	250	439_1	No
2666	K_DeepCast_250m_mx_018	250	435_1	No
2667	K_DeepCast_250m_m1_105	250	433_1	Representative sequence
2668	K_DeepCast_250m_m2_010	250	432_1	No
2669	K_DeepCast_250m_mx_179	250	431_1	No
2670	K_DeepCast_250m_m1_288	250	426_1	No
2671	K_DeepCast_250m_mx_051	250	425_1	No
2672	K_DeepCast_250m_m2_007	250	424_1	No
2673	K_DeepCast_250m_m2_231	250	421_1	Representative sequence
2674	K_DeepCast_250m_m1_352	250	418_1	Representative sequence
2675	K_DeepCast_250m_m2_056	250	417_1	Representative sequence
2676	K_DeepCast_250m_mx_210	250	411_1	No
2677	K_DeepCast_250m_m1_333	250	410_1	Representative sequence
2678	K_DeepCast_250m_m1_328	250	406_1	No
2679	K_DeepCast_250m_m2_251	250	400_1	No
2680	K_DeepCast_250m_mx_009	250	394_1	No
2681	K_DeepCast_250m_m1_077	250	393_1	Representative sequence
2682	K_DeepCast_250m_m2_102	250	392_1	Representative sequence
2683	K_DeepCast_250m_mx_161	250	391_1	No
2684	K_DeepCast_250m_m2_326	250	390_1	No
2685	K_DeepCast_250m_m1_354	250	385_1	No
2686	K_DeepCast_250m_mx_024	250	376_1	No
2687	K_DeepCast_250m_m1_050	250	370_1	No
2688	K_DeepCast_250m_mx_006	250	364_1	No
2689	K_DeepCast_250m_m2_141	250	356_1	No
2690	K_DeepCast_250m_m2_068	250	355_1	No
2691	K_DeepCast_250m_m1_021	250	352_2	No
2692	K_DeepCast_250m_m2_296	250	330_1	No
2693	K_DeepCast_250m_m2_287	250	329_1	No
2694	K_DeepCast_250m_m1_346	250	327_1	No
2695	K_DeepCast_250m_m2_221	250	326_1	No
2696	K_DeepCast_250m_m1_325	250	325_2	No
2697	K_DeepCast_250m_m1_083	250	322_1	No
2698	K_DeepCast_250m_mx_269	250	321_1	No
2699	K_DeepCast_250m_m2_027	250	320_1	Representative sequence
2700	K_DeepCast_250m_m2_062	250	319_1	Representative sequence
2701	K_DeepCast_250m_mx_220	250	318_1	No
2702	K_DeepCast_250m_m2_098	250	312_1	No
2703	K_DeepCast_250m_m2_065	250	309_1	No
2704	K_DeepCast_250m_m2_200	250	308_1	No
2705	K_DeepCast_250m_mx_113	250	307_1	No
2706	K_DeepCast_250m_m2_314	250	305_2	No
2707	K_DeepCast_250m_m2_224	250	304_1	No
2708	K_DeepCast_250m_m2_132	250	303_1	No
2709	K_DeepCast_250m_m1_320	250	302_1	No
2710	K_DeepCast_250m_m2_178	250	301_1	No
2711	K_DeepCast_250m_m2_257	250	300_1	No
2712	K_DeepCast_250m_m2_022	250	297_1	No
2713	K_DeepCast_250m_m1_330	250	296_2	Representative sequence
2714	K_DeepCast_250m_mx_362	250	294_1	No
2715	K_DeepCast_250m_mx_353	250	293_1	No
2716	K_DeepCast_250m_m1_097	250	292_1	No
2717	K_DeepCast_250m_m1_006	250	290_1	No
2718	K_DeepCast_250m_m2_340	250	286_1	No
2719	K_DeepCast_250m_m1_132	250	285_1	No
2720	K_DeepCast_250m_m1_127	250	280_1	No
2721	K_DeepCast_250m_m1_052	250	276_1	No
2722	K_DeepCast_250m_m2_148	250	269_2	No
2723	K_DeepCast_250m_m1_023	250	267_1	No
2724	K_DeepCast_250m_m2_119	250	260_1	Representative sequence
2725	K_DeepCast_250m_m1_199	250	243_1	Representative sequence
2726	K_DeepCast_250m_mx_046	250	240_1	No
2727	K_DeepCast_250m_m2_053	250	239_1	No
2728	K_DeepCast_250m_mx_197	250	238_1	No
2729	K_DeepCast_250m_m2_303	250	237_1	No
2730	K_DeepCast_250m_m2_260	250	234_1	No
2731	K_DeepCast_250m_m1_366	250	233_1	No
2732	K_DeepCast_250m_m2_135	250	231_1	No
2733	K_DeepCast_250m_mx_003	250	228_1	No
2734	K_DeepCast_250m_mx_356	250	227_1	No
2735	K_DeepCast_250m_m2_063	250	219_1	No
2736	K_DeepCast_250m_m2_211	250	208_1	No
2737	K_DeepCast_250m_m2_261	250	205_1	No
2738	K_DeepCast_250m_mx_174	250	203_1	No
2739	K_DeepCast_250m_m2_264	250	201_1	No
2740	K_DeepCast_250m_m2_256	250	199_1	No
2741	K_DeepCast_250m_m2_216	250	198_1	No
2742	K_DeepCast_250m_mx_235	250	197_1	No
2743	K_DeepCast_250m_m2_217	250	196_1	No
2744	K_DeepCast_250m_m2_073	250	195_1	No
2745	K_DeepCast_250m_m2_332	250	194_1	No
2746	K_DeepCast_250m_m2_219	250	193_1	No
2747	K_DeepCast_250m_m2_139	250	190_1	No
2748	K_DeepCast_250m_m1_014	250	187_1	No
2749	K_DeepCast_250m_m2_301	250	184_1	No
2750	K_DeepCast_250m_m1_165	250	183_1	No
2751	K_DeepCast_250m_m2_137	250	182_1	No
2752	K_DeepCast_250m_m2_083	250	181_1	No
2753	K_DeepCast_250m_m1_172	250	180_1	Representative sequence
2754	K_DeepCast_250m_m1_138	250	177_1	No
2755	K_DeepCast_250m_m2_198	250	176_1	No
2756	K_DeepCast_250m_m1_367	250	175_1	No
2757	K_DeepCast_250m_m2_149	250	174_1	No
2758	K_DeepCast_250m_m1_081	250	173_1	No
2759	K_DeepCast_250m_m1_043	250	172_1	Representative sequence
2760	K_DeepCast_250m_m2_316	250	170_1	No
2761	K_DeepCast_250m_m1_013	250	169_1	No
2762	K_DeepCast_250m_m2_116	250	168_1	No
2763	K_DeepCast_250m_m2_005	250	166_1	No
2764	K_DeepCast_250m_mx_080	250	164_1	No
2765	K_DeepCast_250m_mx_039	250	163_1	No
2766	K_DeepCast_250m_m2_013	250	161_1	No
2767	K_DeepCast_250m_mx_042	250	155_1	No
2768	M_surface_7_m2_250	7	130_3	No
2769	K_DeepCast_250m_m2_101	250	128_8	Representative sequence
2770	K_DeepCast_250m_m1_080	250	126_1	No
2771	K_DeepCast_250m_m2_095	250	124_1	No
2772	K_DeepCast_250m_mx_116	250	113_1	Representative sequence
2773	K_DeepCast_250m_m2_061	250	112_1	Representative sequence
2774	K_DeepCast_250m_m1_110	250	111_1	Representative sequence
2775	K_DeepCast_250m_m1_030	250	107_1	No
2776	K_DeepCast_250m_m2_344	250	105_1	No
2777	K_DeepCast_250m_m2_317	250	104_1	Representative sequence
2778	K_DeepCast_250m_m1_381	250	103_1	No
2779	K_DeepCast_250m_m2_143	250	102_1	Representative sequence
2780	K_DeepCast_250m_mx_254	250	101_1	No
2781	K_DeepCast_250m_m1_073	250	92_1	No
2782	K_DeepCast_250m_m2_263	250	89_1	No
2783	K_DeepCast_250m_m2_275	250	82_1	No
2784	K_DeepCast_250m_mx_177	250	81_1	No
2785	K_DeepCast_250m_m2_087	250	79_1	No
2786	K_DeepCast_250m_mx_219	250	75_1	Representative sequence
2787	K_DeepCast_250m_m2_233	250	73_1	No
2788	K_DeepCast_250m_m1_236	250	72_1	Representative sequence
2789	K_DeepCast_250m_m1_139	250	55_1	No
2790	K_DeepCast_250m_mx_068	250	46_1	No
2791	K_DeepCast_250m_m1_078	250	43_1	Representative sequence
2792	K_DeepCast_250m_m2_015	250	42_1	Representative sequence
2793	K_DeepCast_250m_m2_191	250	40_1	No
2794	K_DeepCast_250m_m1_342	250	39_1	Representative sequence
2795	K_DeepCast_250m_m2_218	250	37_1	No
2796	K_DeepCast_250m_m1_351	250	36_1	No
2797	K_DeepCast_250m_m2_302	250	35_1	Representative sequence
2798	K_DeepCast_250m_mx_298	250	32_1	Representative sequence
2799	K_DeepCast_250m_mx_283	250	31_1	No
2800	K_DeepCast_250m_m2_299	250	28_1	No
2801	K_DeepCast_250m_mx_377	250	27_1	No
2802	K_DeepCast_250m_m1_373	250	26_1	No
2803	K_DeepCast_250m_m2_019	250	25_1	No
2804	K_DeepCast_250m_m2_195	250	24_2	Representative sequence
2805	K_DeepCast_250m_m1_047	250	24_5	Representative sequence
2806	K_DeepCast_250m_m1_045	250	21_1	Representative sequence
2807	K_DeepCast_250m_m2_075	250	20_1	No
2808	K_DeepCast_250m_m2_166	250	19_1	No
2809	K_DeepCast_250m_m1_007	250	17_1	No
2810	K_DeepCast_250m_m2_084	250	15_1	No
2811	K_DeepCast_250m_m2_273	250	14_1	No
2812	K_DeepCast_250m_m2_079	250	11_1	No
2813	K_DeepCast_250m_m2_214	250	10_1	No
2814	M_surface_8_m1_251	8	578_1	No
2815	M_surface_10_m1_251	10	308_1	Representative sequence
2816	K_Offshore_surface_mx_251	0	292_1	No
2817	K_Offshore_surface_m1_251	0	134_1	No
2818	M_surface_7_m1_252	7	559_1	No
2819	M_surface_10_m2_252	10	559_1	No
2820	M_surface_7_m2_252	7	356_1	No
2821	M_surface_7_m1_253	7	574_1	No
2822	M_surface_6_m1_253	6	203_1	No
2823	M_surface_6_m1_254	6	457_1	No
2824	K_Offshore_surface_m1_254	0	335_1	No
2825	M_surface_8_m1_254	8	322_1	No
2826	M_surface_9_m1_254	9	308_1	No
2827	M_surface_10_m1_255	10	170_1	No
2828	M_surface_9_m1_256	9	574_1	No
2829	K_Offshore_surface_m1_256	0	571_1	No
2830	M_surface_6_m1_256	6	541_1	No
2831	K_Offshore_surface_mx_256	0	301_1	Representative sequence
2832	M_surface_6_m1_257	6	497_1	No
2833	M_surface_7_m1_258	7	447_1	No
2834	M_surface_8_m1_260	8	572_1	No
2835	K_Offshore_surface_m1_260	0	569_1	No
2836	M_surface_9_m1_260	9	242_1	No
2837	K_Offshore_surface_mx_261	0	556_14	Representative sequence
2838	M_surface_9_m1_261	9	456_1	No
2839	M_surface_10_m1_261	10	161_1	No
2840	M_surface_10_m1_262	10	456_1	No
2841	K_Offshore_surface_m1_262	0	439_1	No
2842	M_surface_8_m1_263	8	500_1	No
2843	M_surface_7_m1_264	7	308_1	No
2844	M_surface_8_m1_264	8	168_1	No
2845	K_Offshore_surface_m1_266	0	557_2	No
2846	M_surface_7_m1_266	7	205_1	No
2847	K_Offshore_surface_m1_267	0	590_1	No
2848	M_surface_10_m1_267	10	551_1	No
2849	M_surface_6_m1_269	6	513_1	No
2850	M_surface_6_m1_270	6	566_1	No
2851	M_surface_9_m1_270	9	194_1	No
2852	K_Offshore_surface_mx_270	0	190_1	No
2853	M_surface_9_m1_271	9	571_1	Representative sequence
2854	M_surface_10_m1_271	10	177_1	No
2855	M_surface_6_m1_272	6	498_1	No
2856	M_surface_9_m1_273	9	569_1	No
2857	K_Offshore_surface_m1_273	0	158_1	Representative sequence
2858	M_surface_9_m1_274	9	169_1	No
2859	K_Offshore_surface_m1_274	0	168_1	No
2860	M_surface_9_m1_275	9	445_1	No
2861	M_surface_6_m1_276	6	500_1	No
2862	M_surface_7_m1_276	7	451_1	No
2863	M_surface_9_m1_277	9	591_1	Representative sequence
2864	M_surface_6_m1_278	6	563_1	No
2865	M_surface_10_m1_278	10	210_0	Representative sequence
2866	M_surface_9_m1_279	9	553_1	Representative sequence
2867	M_surface_9_m1_282	9	566_1	Representative sequence
2868	M_surface_7_m1_283	7	571_1	No
2869	M_surface_10_m1_284	10	208_1	No
2870	M_surface_9_m1_285	9	270_1	No
2871	M_surface_10_m1_287	10	569_1	No
2872	M_surface_9_m1_287	9	548_1	No
2873	M_surface_7_m1_288	7	485_1	No
2874	M_surface_9_m1_291	9	468_9	Representative sequence
2875	M_surface_10_m1_294	10	451_1	Representative sequence
2876	M_surface_10_m1_295	10	473_1	No
2877	M_surface_10_m1_296	10	566_1	No
2878	M_surface_9_m1_296	9	564_1	Representative sequence
2879	M_surface_10_m1_298	10	472_1	Representative sequence
2880	M_surface_9_m1_298	9	401_1	No
2881	K_DeepCast_300m_m1_072	300	598_1	No
2882	K_DeepCast_300m_m2_268	300	597_1	No
2883	K_DeepCast_300m_mx_056	300	594_1	No
2884	K_DeepCast_300m_m1_005	300	590_1	No
2885	K_DeepCast_300m_m2_073	300	580_1	No
2886	K_DeepCast_300m_m2_264	300	579_1	No
2887	K_DeepCast_300m_mx_287	300	578_1	No
2888	K_DeepCast_300m_m1_240	300	577_2	No
2889	K_DeepCast_300m_m1_109	300	576_1	No
2890	K_DeepCast_300m_m1_043	300	569_1	No
2891	K_DeepCast_300m_m2_127	300	566_1	No
2892	K_DeepCast_300m_m1_226	300	565_1	No
2893	K_DeepCast_300m_m1_242	300	557_2	No
2894	K_DeepCast_300m_m1_047	300	556_1	No
2895	K_DeepCast_300m_m1_259	300	551_1	No
2896	K_DeepCast_300m_m2_257	300	542_1	No
2897	K_DeepCast_300m_m2_008	300	540_1	No
2898	K_DeepCast_300m_m2_258	300	518_1	No
2899	K_DeepCast_300m_m1_106	300	517_1	No
2900	K_DeepCast_300m_m1_050	300	513_1	No
2901	K_DeepCast_300m_m1_016	300	502_2	No
2902	K_DeepCast_300m_m2_121	300	501_3	No
2903	K_DeepCast_300m_m1_064	300	499_1	No
2904	K_DeepCast_300m_m1_036	300	496_1	No
2905	K_DeepCast_300m_m1_074	300	495_1	No
2906	K_DeepCast_300m_m2_081	300	494_1	No
2907	K_DeepCast_300m_m1_070	300	493_1	No
2908	K_DeepCast_300m_mx_096	300	492_1	No
2909	K_DeepCast_300m_m1_001	300	489_1	No
2910	K_DeepCast_300m_m2_197	300	488_1	No
2911	K_DeepCast_300m_mx_277	300	487_1	No
2912	K_DeepCast_300m_m2_272	300	486_1	No
2913	K_DeepCast_300m_m1_008	300	485_1	No
2914	K_DeepCast_300m_mx_037	300	482_1	No
2915	K_DeepCast_300m_m2_111	300	481_1	No
2916	K_DeepCast_300m_mx_023	300	471_1	No
2917	K_DeepCast_300m_mx_001	300	470_1	No
2918	K_DeepCast_300m_m2_133	300	467_1	No
2919	K_DeepCast_300m_m2_054	300	462_1	No
2920	K_DeepCast_300m_m1_061	300	460_1	No
2921	K_DeepCast_300m_m2_147	300	458_1	No
2922	K_DeepCast_300m_m2_202	300	453_1	No
2923	K_DeepCast_300m_m2_265	300	451_1	No
2924	K_DeepCast_300m_m1_003	300	450_1	No
2925	K_DeepCast_300m_m1_034	300	443_1	No
2926	K_DeepCast_300m_mx_282	300	440_1	No
2927	K_DeepCast_300m_mx_089	300	439_1	No
2928	K_DeepCast_300m_m2_200	300	435_1	No
2929	K_DeepCast_300m_m1_122	300	432_1	No
2930	K_DeepCast_300m_m2_203	300	426_1	No
2931	K_DeepCast_300m_mx_319	300	421_1	No
2932	K_DeepCast_300m_m2_036	300	418_1	No
2933	K_DeepCast_300m_m2_059	300	417_1	No
2934	K_DeepCast_300m_m2_110	300	411_1	No
2935	K_DeepCast_300m_mx_016	300	410_1	No
2936	K_DeepCast_300m_m2_270	300	406_1	No
2937	K_DeepCast_300m_m2_030	300	400_1	No
2938	K_DeepCast_300m_m1_052	300	397_1	No
2939	K_DeepCast_300m_m2_211	300	394_1	Representative sequence
2940	K_DeepCast_300m_mx_297	300	393_1	No
2941	K_DeepCast_300m_m2_003	300	392_1	No
2942	K_DeepCast_300m_m2_156	300	391_1	No
2943	K_DeepCast_300m_m2_247	300	390_1	Representative sequence
2944	K_DeepCast_300m_m2_060	300	378_1	No
2945	K_DeepCast_300m_m2_214	300	376_1	No
2946	K_DeepCast_300m_m1_224	300	370_1	No
2947	K_DeepCast_300m_m2_161	300	364_1	No
2948	K_DeepCast_300m_m2_153	300	355_1	No
2949	K_DeepCast_300m_mx_320	300	330_1	No
2950	K_DeepCast_300m_m2_210	300	329_1	No
2951	K_DeepCast_300m_mx_343	300	327_1	No
2952	K_DeepCast_300m_mx_309	300	325_2	No
2953	K_DeepCast_300m_mx_283	300	322_1	No
2954	K_DeepCast_300m_m1_108	300	321_1	No
2955	K_DeepCast_300m_m2_172	300	320_1	No
2956	K_DeepCast_300m_mx_206	300	319_1	No
2957	K_DeepCast_300m_m2_222	300	318_1	No
2958	K_DeepCast_300m_m2_047	300	312_1	No
2959	K_DeepCast_300m_m1_039	300	311_1	No
2960	K_DeepCast_300m_m2_242	300	309_1	No
2961	K_DeepCast_300m_m2_075	300	308_1	No
2962	K_DeepCast_300m_m2_231	300	305_2	No
2963	K_DeepCast_300m_m2_101	300	303_1	No
2964	K_DeepCast_300m_m2_271	300	302_1	No
2965	K_DeepCast_300m_m2_158	300	297_1	No
2966	K_DeepCast_300m_m2_091	300	294_1	No
2967	K_DeepCast_300m_m1_032	300	293_1	No
2968	K_DeepCast_300m_m2_167	300	292_1	No
2969	K_DeepCast_300m_m2_196	300	290_1	No
2970	K_DeepCast_300m_m1_025	300	286_1	No
2971	K_DeepCast_300m_m2_115	300	285_1	No
2972	K_DeepCast_300m_m2_020	300	276_1	No
2973	K_DeepCast_300m_m2_227	300	269_1	No
2974	K_DeepCast_300m_m2_132	300	267_1	No
2975	K_DeepCast_300m_m1_235	300	260_1	No
2976	K_DeepCast_300m_m2_154	300	243_1	No
2977	K_DeepCast_300m_m2_235	300	240_1	No
2978	K_DeepCast_300m_m2_241	300	239_1	No
2979	K_DeepCast_300m_m2_082	300	238_1	No
2980	K_DeepCast_300m_m2_135	300	237_1	No
2981	K_DeepCast_300m_m2_108	300	231_1	No
2982	K_DeepCast_300m_mx_326	300	228_1	No
2983	K_DeepCast_300m_m1_190	300	227_1	No
2984	K_DeepCast_300m_m1_217	300	219_1	No
2985	K_DeepCast_300m_m2_150	300	208_1	No
2986	K_DeepCast_300m_mx_259	300	206_1	No
2987	K_DeepCast_300m_mx_279	300	201_1	No
2988	K_DeepCast_300m_mx_100	300	198_1	No
2989	K_DeepCast_300m_m2_152	300	196_1	No
2990	K_DeepCast_300m_m2_212	300	195_1	No
2991	K_DeepCast_300m_mx_253	300	194_1	No
2992	K_DeepCast_300m_mx_256	300	193_1	No
2993	K_DeepCast_300m_m1_041	300	187_1	No
2994	K_DeepCast_300m_m1_057	300	183_1	No
2995	K_DeepCast_300m_m2_151	300	182_1	No
2996	K_DeepCast_300m_m2_031	300	180_1	No
2997	K_DeepCast_300m_m2_218	300	176_1	No
2998	K_DeepCast_300m_m1_237	300	175_1	No
2999	K_DeepCast_300m_m2_245	300	174_1	No
3000	K_DeepCast_300m_m2_145	300	173_1	No
3001	K_DeepCast_300m_mx_137	300	172_1	No
3002	K_DeepCast_300m_mx_014	300	170_1	No
3003	K_DeepCast_300m_m1_004	300	169_1	No
3004	K_DeepCast_300m_m1_260	300	166_1	No
3005	K_DeepCast_300m_m2_224	300	164_1	No
3006	K_DeepCast_300m_m2_012	300	163_1	No
3007	K_DeepCast_300m_mx_157	300	161_1	No
3008	K_DeepCast_300m_mx_102	300	155_1	No
3009	K_DeepCast_300m_mx_217	300	124_1	No
3010	K_DeepCast_300m_m2_010	300	113_1	No
3011	K_DeepCast_300m_m2_051	300	112_1	No
3012	K_DeepCast_300m_m1_044	300	111_1	No
3013	K_DeepCast_300m_m2_255	300	107_1	No
3014	K_DeepCast_300m_m2_014	300	104_1	No
3015	K_DeepCast_300m_m2_194	300	103_1	No
3016	K_DeepCast_300m_m2_017	300	102_1	No
3017	K_DeepCast_300m_mx_209	300	92_1	No
3018	K_DeepCast_300m_m1_071	300	89_1	No
3019	K_DeepCast_300m_m1_078	300	85_1	No
3020	K_DeepCast_300m_m2_033	300	84_1	No
3021	K_DeepCast_300m_m2_256	300	82_1	Representative sequence
3022	K_DeepCast_300m_m1_027	300	81_1	No
3023	K_DeepCast_300m_mx_017	300	79_1	No
3024	K_DeepCast_300m_m1_150	300	75_1	No
3025	K_DeepCast_300m_m2_084	300	73_1	No
3026	K_DeepCast_300m_m1_094	300	55_1	No
3027	K_DeepCast_300m_mx_268	300	54_1	No
3028	K_DeepCast_300m_mx_218	300	51_0	Representative sequence
3029	K_DeepCast_300m_m2_057	300	46_1	No
3030	K_DeepCast_300m_m1_220	300	44_1	Representative sequence
3031	K_DeepCast_300m_m2_102	300	43_1	No
3032	K_DeepCast_300m_m1_232	300	42_1	No
3033	K_DeepCast_300m_m1_214	300	39_1	No
3034	K_DeepCast_300m_m2_052	300	36_1	No
3035	K_DeepCast_300m_mx_278	300	35_1	No
3036	K_DeepCast_300m_mx_237	300	32_1	No
3037	K_DeepCast_300m_mx_252	300	31_1	No
3038	K_DeepCast_300m_mx_207	300	28_1	No
3039	K_DeepCast_300m_m2_160	300	24_2	No
3040	K_DeepCast_300m_m1_012	300	21_1	No
3041	K_DeepCast_300m_m2_067	300	19_1	Representative sequence
3042	K_DeepCast_300m_m2_038	300	15_1	No
3043	K_DeepCast_300m_m2_103	300	11_1	No
3044	K_DeepCast_300m_m2_251	300	10_1	No
3045	M_surface_9_m1_301	9	563_1	No
3046	M_surface_7_m1_303	7	577_1	No
3047	M_surface_7_m1_304	7	168_1	Representative sequence
3048	M_surface_10_m1_311	10	591_1	No
3049	M_surface_7_m1_313	7	280_1	No
3050	M_surface_10_m1_315	10	179_0	Representative sequence
3051	M_surface_7_m1_321	7	457_1	No
3052	M_surface_7_m1_322	7	493_1	No
3053	M_surface_7_m1_323	7	497_1	No
3054	M_DeepCast_400m_m2_282	400	605_1	No
3055	M_DeepCast_400m_m2_127	400	598_1	No
3056	M_DeepCast_400m_m1_150	400	597_1	No
3057	M_DeepCast_400m_m1_167	400	594_1	No
3058	M_DeepCast_400m_m2_134	400	590_1	No
3059	M_DeepCast_400m_m2_010	400	587_1	No
3060	M_DeepCast_400m_m2_310	400	585_1	No
3061	M_DeepCast_400m_m2_291	400	580_1	No
3062	M_DeepCast_400m_m1_058	400	579_1	No
3063	M_DeepCast_400m_m1_095	400	578_1	No
3064	M_DeepCast_400m_m2_175	400	577_2	No
3065	M_DeepCast_400m_m1_196	400	576_1	No
3066	M_DeepCast_400m_m2_121	400	572_1	No
3067	M_DeepCast_400m_m1_045	400	566_1	No
3068	M_DeepCast_400m_m1_013	400	565_1	No
3069	M_DeepCast_400m_m1_373	400	559_1	No
3070	M_DeepCast_400m_m1_112	400	557_2	No
3071	M_DeepCast_400m_m1_046	400	551_1	No
3072	M_DeepCast_400m_m2_345	400	549_1	No
3073	M_DeepCast_400m_m1_164	400	542_1	No
3074	M_DeepCast_400m_m2_071	400	540_1	No
3075	M_DeepCast_400m_m1_128	400	518_1	No
3076	M_DeepCast_400m_m2_266	400	517_1	Representative sequence
3077	M_DeepCast_400m_m2_245	400	513_1	No
3078	M_DeepCast_400m_m2_343	400	499_1	No
3079	M_DeepCast_400m_m2_030	400	497_1	No
3080	M_DeepCast_400m_m2_214	400	496_1	No
3081	M_DeepCast_400m_m2_066	400	495_1	No
3082	M_DeepCast_400m_m1_097	400	494_1	No
3083	M_DeepCast_400m_m2_179	400	493_1	No
3084	M_DeepCast_400m_m1_183	400	492_1	No
3085	M_DeepCast_400m_m1_008	400	489_1	No
3086	M_DeepCast_400m_m2_128	400	488_1	Representative sequence
3087	M_DeepCast_400m_m2_191	400	487_1	No
3088	M_DeepCast_400m_m2_077	400	486_1	No
3089	M_DeepCast_400m_m2_154	400	485_1	No
3090	M_DeepCast_400m_m1_362	400	482_1	No
3091	M_DeepCast_400m_m2_303	400	481_1	Representative sequence
3092	M_DeepCast_400m_m1_105	400	478_1	No
3093	M_DeepCast_400m_m2_307	400	471_1	No
3094	M_DeepCast_400m_m1_071	400	470_1	No
3095	M_DeepCast_400m_m2_047	400	467_1	No
3096	M_DeepCast_400m_m1_110	400	464_1	No
3097	M_DeepCast_400m_m2_244	400	463_1	Representative sequence
3098	M_DeepCast_400m_m2_109	400	462_1	No
3099	M_DeepCast_400m_m2_293	400	460_1	Representative sequence
3100	M_DeepCast_400m_m2_133	400	461_0	Representative sequence
3101	M_DeepCast_400m_m2_020	400	458_1	Representative sequence
3102	M_DeepCast_400m_m1_072	400	457_1	No
3103	M_DeepCast_400m_m1_006	400	453_1	No
3104	M_DeepCast_400m_m1_043	400	451_1	No
3105	M_DeepCast_400m_m1_052	400	450_1	No
3106	M_DeepCast_400m_m2_107	400	447_1	No
3107	M_DeepCast_400m_m1_366	400	445_1	No
3108	M_DeepCast_400m_m1_040	400	444_0	Representative sequence
3109	M_DeepCast_400m_m1_117	400	440_1	No
3110	M_DeepCast_400m_m2_353	400	439_1	No
3111	M_DeepCast_400m_m2_225	400	437_0	Representative sequence
3112	M_DeepCast_400m_m2_130	400	435_1	Representative sequence
3113	M_DeepCast_400m_m2_151	400	433_1	No
3114	M_DeepCast_400m_m2_238	400	432_1	No
3115	M_DeepCast_400m_m2_029	400	431_1	No
3116	M_DeepCast_400m_m1_356	400	430_0	Representative sequence
3117	M_DeepCast_400m_m2_048	400	426_1	Representative sequence
3118	M_DeepCast_400m_m2_341	400	425_1	Representative sequence
3119	M_DeepCast_400m_m2_195	400	424_1	Representative sequence
3120	M_DeepCast_400m_m2_034	400	421_1	No
3121	M_DeepCast_400m_m2_334	400	418_1	No
3122	M_DeepCast_400m_m2_112	400	417_1	No
3123	M_DeepCast_400m_m2_100	400	411_1	Representative sequence
3124	M_DeepCast_400m_m2_052	400	410_1	No
3125	M_DeepCast_400m_m1_331	400	409_0	Representative sequence
3126	M_DeepCast_400m_m2_104	400	406_1	No
3127	M_DeepCast_400m_m1_378	400	400_1	No
3128	M_DeepCast_400m_m2_068	400	392_1	No
3129	M_DeepCast_400m_m1_359	400	390_1	No
3130	M_DeepCast_400m_m1_337	400	385_1	No
3131	M_DeepCast_400m_m2_258	400	378_1	No
3132	M_DeepCast_400m_m2_023	400	376_1	No
3133	M_DeepCast_400m_m2_288	400	364_1	No
3134	M_DeepCast_400m_m2_092	400	356_1	No
3135	M_DeepCast_400m_m1_266	400	355_1	No
3136	M_DeepCast_400m_m2_338	400	352_2	No
3137	M_DeepCast_400m_m1_365	400	349_1	No
3138	M_DeepCast_400m_m2_065	400	330_1	No
3139	M_DeepCast_400m_m2_069	400	329_1	No
3140	M_DeepCast_400m_m2_230	400	327_1	Representative sequence
3141	M_DeepCast_400m_m1_010	400	326_1	No
