NCBI Genome Submission ID	NCBI BioSample Submission ID	Genome (MAG Identifier)	TaxAss-kingdom	TaxAss-phylum	TaxAss-class	TaxAss-order	TaxAss-lineage	TaxAss-clade	TaxAss-tribe	Congruent Taxonomy	Candidate phyla	DPANN	Domain	Number of MAG in cluster dRep	Completeness DasTool	Contamination DasTool	Taxonomy GTDB-Tk	Taxonomy NCBI	Strain name	Genome completeness CheckM	Genome contamination CheckM	Strain heterogeneity CheckM	16S rRNA phylogeny CheckM	Number of ambiguous bases	Number of contigs	Number of  predicted genes	Number of scaffolds	Coding density	GC	GC std	Genome size (bp)	Longest contig	Longest scaffold	Mean contig length	Mean scaffold length	N50 (contigs)	N50 (scaffolds)	Translation table	tRNAs decoding Standard 20 AA	Selenocysteine tRNAs	Possible suppressor tRNAs	tRNAs with undetermined/unknown isotypes	Predicted pseudogenes	Total tRNAs
VGEO00000000	SAMN10966375	K_Offshore_80m_m2_115	Bacteria(100)	Proteobacteria(100)	Alphaproteobacteria(100)	unclassified	unclassified	unclassified	unclassified	Alphaproteobacteria non LD12			Bacteria	6	100	1.96	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sneathiellales;f__;g__;s__	d__Bacteria;p__;c__;o__Sneathiellales;f__;g__;s__	Sneathiellales bacterium K_Offshore_80m_m2_115 [Order]	97.79	5.14	21.43	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;MND8;uncultured soil bacterium	0	214	3711	214	0.916	0.67	0	3613993	114968	114968	16888	16888	28190	28190	11	45	0	0	0	0	45
VGER00000000	SAMN10966378	K_Offshore_80m_m2_162								Alphaproteobacteria non LD12			Bacteria	3	100	0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sneathiellales;f__;g__;s__	d__Bacteria;p__;c__;o__Sneathiellales;f__;g__;s__	Sneathiellales bacterium K_Offshore_80m_m2_162 [Order]	93.48	1.91	0		0	162	2588	162	0.896	0.68	0	2362220	149899	149899	14582	14582	30700	30700	11	40	0	0	0	2	42
VGES00000000	SAMN10966379	K_Offshore_80m_m2_186	Bacteria(100)	Proteobacteria(100)	Alphaproteobacteria(100)	unclassified	unclassified	unclassified	unclassified	Alphaproteobacteria non LD12			Bacteria	5	100	0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sneathiellales;f__;g__;s__	d__Bacteria;p__;c__;o__Sneathiellales;f__;g__;s__	Sneathiellales bacterium K_Offshore_80m_m2_186 [Order]	98.85	3.48	7.69	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;AT-s3-44;uncultured bacterium	0	164	4033	164	0.924	0.65	0	3985234	198367	198367	24300	24300	59297	59297	11	54	0	0	0	1	55
VGFX00000000	SAMN10966410	M_surface_10_m1_166								Bacteroidetes			Bacteria	4	56.86	0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__UBA952;s__	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__;g__;s__	Flavobacteriales bacterium M_surface_10_m1_166 [Order]	23.68	0.81	0		0	270	1936	270	0.888	0.37	0	1703775	73112	73112	6310	6310	9060	9060	11	33	0	0	1	3	37
VGEV00000000	SAMN10966382	K_Offshore_80m_m2_228	Bacteria(100)	Proteobacteria(100)	Alphaproteobacteria(100)	unclassified	unclassified	unclassified	unclassified	Alphaproteobacteria non LD12			Bacteria	6	98.04	2.63	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sneathiellales;f__;g__;s__	d__Bacteria;p__;c__;o__Sneathiellales;f__;g__;s__	Sneathiellales bacterium K_Offshore_80m_m2_228 [Order]	98.26	0	0	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;uncultured;Magnetospirillum sp. enrichment culture clone Van25	0	285	4086	285	0.921	0.68	0	3966172	68711	68711	13916	13916	21640	21640	11	42	0	1	1	3	47
VGFZ00000000	SAMN10966412	M_surface_10_mx_103								Bacteroidetes			Bacteria	1	78.43	13.73	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UA16;g__;s__	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__;g__;s__	Flavobacteriales bacterium M_surface_10_mx_103 [Order]	66.63	14.95	5.26		0	1258	2834	1258	0.938	0.43	0	2169095	9741	9741	1724	1724	1744	1744	11	18	0	0	0	0	18
VGDK00000000	SAMN10966345	K_Offshore_40m_m2_283								Alphaproteobacteria non LD12			Bacteria	3	66.67	3.92	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;s__	d__Bacteria;p__;c__;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;s__	Novosphingobium sp. K_Offshore_40m_m2_283 [Genus]	73.56	1.42	0		0	572	2645	572	0.903	0.65	0	2099710	20115	20115	3671	3671	4080	4080	11	30	0	0	0	0	30
VGGB00000000	SAMN10966414	K_DeepCast_0m_m2_211								Bacteroidetes			Bacteria	18	94.12	17.65	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__UBA952;s__	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__;g__;s__	Flavobacteriales bacterium K_DeepCast_0m_m2_211 [Order]	81.03	31.9	91.18		0	674	3755	674	0.916	0.36	0	3333620	24696	24696	4946	4946	6475	6475	11	38	0	0	0	2	40
VGGC00000000	SAMN10966415	K_DeepCast_0m_mx_011								Bacteroidetes			Bacteria	3	62.75	0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__UBA952;s__	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__;g__;s__	Flavobacteriales bacterium K_DeepCast_0m_mx_011 [Order]	12.43	0	0		0	20	168	20	0.960	0.38	0	140619	26596	26596	7031	7031	21630	21630	11	0	0	0	0	0	0
VGGD00000000	SAMN10966416	K_Offshore_0m_m2_159	Bacteria(100)	Bacteroidetes(100)	Bacteroidia(100)	Flavobacteriales(100)	Crocinitomicaceae(100)	Fluviicola(99)	unclassified	Bacteroidetes			Bacteria	18	98.04	11.76	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__UBA952;s__	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__;g__;s__	Flavobacteriales bacterium K_Offshore_0m_m2_159 [Order]	92.16	34.1	45.65	Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Cryomorphaceae;Fluviicola;uncultured Flavobacteriia bacterium	0	602	3293	602	0.936	0.37	0	2995160	25877	25877	4975	4975	6230	6230	11	34	0	0	0	1	35
VGGE00000000	SAMN10966417	K_DeepCast_100m_m1_107								Bacteroidetes			Bacteria	40	52.94	2.63	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__;f__;g__;s__	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__;f__;g__;s__	Bacteroidia bacterium K_DeepCast_100m_m1_107 [Class]	42.1	1.43	50		0	119	748	119	0.959	0.50	0	769230	43698	43698	6464	6464	9191	9191	11	21	0	0	0	0	21
VGGF00000000	SAMN10966418	K_DeepCast_100m_m1_299								Bacteroidetes			Bacteria	4	60.78	3.92	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__UBA952;s__	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__;g__;s__	Flavobacteriales bacterium K_DeepCast_100m_m1_299 [Order]	25.33	8.68	22.22		0	768	3087	768	0.915	0.38	0	2533706	25708	25708	3299	3299	3597	3597	11	55	0	0	1	2	58
VGGG00000000	SAMN10966419	K_DeepCast_100m_m2_024								Bacteroidetes			Bacteria	18	98.04	21.57	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__UBA952;s__	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__;g__;s__	Flavobacteriales bacterium K_DeepCast_100m_m2_024 [Order]	90.52	33.79	81.58		0	596	2674	596	0.932	0.37	0	2338424	19978	19978	3924	3924	4479	4479	11	33	0	0	1	0	34
VHAO00000000	SAMN10966949	K_DeepCast_1200m_m2_124								Alphaproteobacteria non LD12			Bacteria	2	68.63	5.26	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__	d__Bacteria;p__;c__;o__Sphingomonadales;f__Sphingomonadaceae;g__;s__	Sphingomonadaceae bacterium K_DeepCast_1200m_m2_124 [Family]	72.04	5.23	60.71		0	844	3096	844	0.913	0.67	0	2469348	13603	13603	2926	2926	3108	3108	11	27	0	0	0	1	28
VGDP00000000	SAMN10966350	M_DeepCast_50m_m2_221	Bacteria(100)	Proteobacteria(100)	Alphaproteobacteria(100)	Puniceispirillales(100)	EF100-94H03(100)	unclassified	unclassified	Alphaproteobacteria non LD12			Bacteria	13	100	0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA828;f__;g__;s__	d__Bacteria;p__;c__;o__;f__;g__;s__	Bacteria bacterium M_DeepCast_50m_m2_221 [Domain]	97.26	2.34	16.67	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;EF100-94H03;uncultured bacterium	0	97	3632	97	0.913	0.70	0	3486062	234894	234894	35939	35939	66499	66499	11	46	0	0	0	0	46
VGGJ00000000	SAMN10966422	K_DeepCast_100m_mx_053								Bacteroidetes			Bacteria	1	50.98	0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Cryomorphaceae;g__Coccinistipes;s__	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Cryomorphaceae;g__;s__	Cryomorphaceae bacterium K_DeepCast_100m_mx_053 [Family]	13.17	1.08	33.33		0	548	1471	548	0.899	0.54	0	1018682	14585	14585	1859	1859	1871	1871	11	14	0	0	0	2	16
VGET00000000	SAMN10966380	K_Offshore_80m_m2_187	Bacteria(100)	Proteobacteria(100)	Alphaproteobacteria(100)	unclassified	unclassified	unclassified	unclassified	Alphaproteobacteria non LD12			Bacteria	6	98.04	3.92	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA828;f__;g__;s__	d__Bacteria;p__;c__;o__;f__;g__;s__	Bacteria bacterium K_Offshore_80m_m2_187 [Domain]	95.9	4.39	33.33	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;uncultured;uncultured bacterium	0	395	3541	395	0.906	0.66	0	3477454	71467	71467	8804	8804	12307	12307	11	37	0	0	0	0	37
VGEZ00000000	SAMN10966386	K_DeepCast_100m_m2_289								Armatimonadetes			Bacteria	1	76.47	3.92	d__Bacteria;p__Armatimonadota;c__;o__;f__;g__;s__	d__Bacteria;p__Armatimonadota;c__;o__;f__;g__;s__	Armatimonadota bacterium K_DeepCast_100m_m2_289 [Phylum]	71.63	4.45	28.57		0	1353	5050	1353	0.901	0.66	0	4707799	15572	15572	3480	3480	3884	3884	11	33	0	0	0	2	35
VGGN00000000	SAMN10966426	K_DeepCast_250m_m2_333								Bacteroidetes			Bacteria	18	86.27	37.25	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__UBA952;s__	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__;g__;s__	Flavobacteriales bacterium K_DeepCast_250m_m2_333 [Order]	77.59	38.17	84.78		0	601	3014	601	0.925	0.37	0	2671414	29384	29384	4445	4445	5241	5241	11	31	0	0	0	1	32
VGGO00000000	SAMN10966427	K_DeepCast_250m_mx_282	Bacteria(100)	Bacteroidetes(100)	Bacteroidia(100)	Bacteroidales(100)	Bacteroidetes_vadinHA17(100)	unclassified	unclassified	Bacteroidetes			Bacteria	1	58.82	11.76	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__vadinHA17;g__LD21;s__	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__;g__;s__	Bacteroidales bacterium K_DeepCast_250m_mx_282 [Order]	36.25	6.13	10	Bacteria;Bacteroidetes;Bacteroidetes vadinHA17;uncultured Bacteroidetes bacterium	0	1791	3859	1791	0.908	0.44	0	2860067	13961	13961	1597	1597	1538	1538	11	37	0	0	0	0	37
VGGP00000000	SAMN10966428	K_DeepCast_300m_mx_011								Bacteroidetes			Bacteria	21	80.39	13.73	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__;s__	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__;g__;s__	Flavobacteriales bacterium K_DeepCast_300m_mx_011 [Order]	32.54	6.17	6.06		0	639	2435	639	0.898	0.36	0	1883325	21737	21737	2947	2947	3752	3752	11	51	0	0	0	2	53
VGFA00000000	SAMN10966387	K_DeepCast_1200m_m2_191	Bacteria(100)	GAL15(100)	unclassified	unclassified	unclassified	unclassified	unclassified	Armatimonadetes			Bacteria	9	96.08	0	d__Bacteria;p__Firmicutes_H;c__CSP1-3;o__CSP1-3;f__;g__;s__	d__Bacteria;p__;c__;o__;f__;g__;s__	Bacteria bacterium K_DeepCast_1200m_m2_191 [Domain]	94.91	0.19	0	Bacteria;GAL15;uncultured bacterium	0	48	2522	48	0.936	0.67	0	2535439	262810	262810	52822	52822	90116	90116	11	46	0	1	0	1	48
VGFB00000000	SAMN10966388	K_DeepCast_150m_m2_147								Armatimonadetes			Bacteria	2	90.2	5.88	d__Bacteria;p__Armatimonadota;c__UBA5377;o__;f__;g__;s__	d__Bacteria;p__Armatimonadota;c__;o__;f__;g__;s__	Armatimonadota bacterium K_DeepCast_150m_m2_147 [Phylum]	75.26	3.15	20		0	1455	5877	1455	0.914	0.69	0	6340464	33094	33094	4358	4358	5049	5049	11	44	0	0	0	2	46
VGFC00000000	SAMN10966389	K_DeepCast_250m_m2_231	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	Armatimonadetes			Bacteria	5	96.08	7.84	d__Bacteria;p__Armatimonadota;c__UBA5377;o__;f__;g__;s__	d__Bacteria;p__Armatimonadota;c__;o__;f__;g__;s__	Armatimonadota bacterium K_DeepCast_250m_m2_231 [Phylum]	92.59	3.4	28.57	Bacteria;WS1;uncultured bacterium	0	723	6357	723	0.915	0.68	0	7870969	104406	104406	10887	10887	16033	16033	11	44	0	0	0	3	47
VGFD00000000	SAMN10966390	M_DeepCast_50m_m2_086								Armatimonadetes			Bacteria	4	92.16	13.73	d__Bacteria;;c__;o__;f__;g__;s__	d__Bacteria;c__;o__;f__;g__;s__	Bacteria bacterium M_DeepCast_50m_m2_086 [Domain]	95.83	7.97	0		0	956	6320	956	0.904	0.66	0	6098583	45533	45533	6379	6379	8889	8889	11	44	0	0	1	4	49
VGFE00000000	SAMN10966391	M_DeepCast_50m_m2_207								Armatimonadetes			Bacteria	1	66.67	9.8	d__Bacteria;p__Armatimonadota;c__;o__;f__;g__;s__	d__Bacteria;p__Armatimonadota;c__;o__;f__;g__;s__	Armatimonadota bacterium M_DeepCast_50m_m2_207 [Phylum]	55.22	2.08	33.33		0	1473	4225	1473	0.900	0.67	0	3657039	10292	10292	2483	2483	2520	2520	11	26	0	0	0	3	29
VGFF00000000	SAMN10966392	K_Offshore_80m_m1_225								Armatimonadetes			Bacteria	2	98.04	3.92	d__Bacteria;;c__;o__;f__;g__;s__	d__Bacteria;c__;o__;f__;g__;s__	Bacteria bacterium K_Offshore_80m_m1_225 [Domain]	88.89	2.42	50		0	218	2333	218	0.919	0.68	0	2099479	41081	41081	9631	9631	15023	15023	11	39	0	0	0	1	40
VGFH00000000	SAMN10966394	M_surface_6_mx_051								Bacteroidetes			Bacteria	4	78.43	3.92	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__UBA952;s__	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__;g__;s__	Flavobacteriales bacterium M_surface_6_mx_051 [Order]	54.05	7.61	4		0	866	3935	866	0.875	0.36	0	3429656	74542	74542	3960	3960	6026	6026	11	56	0	0	0	1	57
VGFK00000000	SAMN10966397	M_surface_7_m2_191	Bacteria(100)	Bacteroidetes(100)	Bacteroidia(100)	Chitinophagales(100)	Chitinophagaceae(100)	Dinghuibacter(100)	unclassified	Bacteroidetes			Bacteria	18	98.04	0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__;s__	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__;s__	Chitinophagaceae bacterium M_surface_7_m2_191 [Family]	90.64	0.25	0	Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae;Dinghuibacter;uncultured bacterium	0	11	1597	11	0.958	0.47	0	1753866	542895	542895	159442	159442	375035	375035	11	30	0	0	0	0	30
VGFL00000000	SAMN10966398	M_surface_7_m2_242								Bacteroidetes			Bacteria	21	100	3.92	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__;s__	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__;g__;s__	Flavobacteriales bacterium M_surface_7_m2_242 [Order]	98.11	0	0		0	128	2076	128	0.942	0.35	0	2200311	58648	58648	17190	17190	26514	26514	11	33	0	0	0	2	35
VGMM00000000	SAMN10966582	K_DeepCast_0m_m1_127								Bacteroidetes			Bacteria	40	64.71	0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__;f__;g__;s__	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__;f__;g__;s__	Bacteroidia bacterium K_DeepCast_0m_m1_127 [Class]	24.6	0.95	100		0	50	370	50	0.960	0.51	0	385053	33078	33078	7701	7701	10328	10328	11	3	0	0	0	0	3
VGFN00000000	SAMN10966400	M_surface_8_m2_110	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	Bacteroidetes			Bacteria	40	92.16	3.92	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__;f__;g__;s__	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__;f__;g__;s__	Bacteroidia bacterium M_surface_8_m2_110 [Class]	78.51	1.92	100		0	199	1385	199	0.955	0.51	0	1416275	72654	72654	7117	7117	11357	11357	11	25	0	0	0	1	26
VGMO00000000	SAMN10966584	M_DeepCast_100m_m2_350	Bacteria(100)	Bacteroidetes(100)	Bacteroidia(100)	Flavobacteriales(100)	Crocinitomicaceae(100)	Fluviicola(100)	unclassified	Bacteroidetes			Bacteria	18	100	25.49	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__UBA952;s__	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__;g__;s__	Flavobacteriales bacterium M_DeepCast_100m_m2_350 [Order]	95.68	23.95	59.09	Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Cryomorphaceae;Fluviicola;uncultured bacterium	0	605	3402	605	0.924	0.37	0	3138105	29623	29623	5187	5187	6579	6579	11	47	0	0	0	2	49
VGMP00000000	SAMN10966585	M_DeepCast_100m_mx_212								Bacteroidetes			Bacteria	1	49.02	3.92	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__UBA952;s__	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__;g__;s__	Flavobacteriales bacterium M_DeepCast_100m_mx_212 [Order]	33.55	4.62	33.33		0	1457	3207	1457	0.884	0.39	0	2328043	19937	19937	1598	1598	1475	1475	11	30	0	0	0	2	32
VGMQ00000000	SAMN10966586	M_DeepCast_10m_m1_138								Bacteroidetes			Bacteria	4	60.78	0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Amoebophilaceae;g__;s__	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Amoebophilaceae;g__;s__	Amoebophilaceae bacterium M_DeepCast_10m_m1_138 [Family]	12.3	0	0		0	36	222	36	0.813	0.36	0	221138	19123	19123	6143	6143	8110	8110	11	7	0	0	0	0	7
VGMR00000000	SAMN10966587	M_DeepCast_10m_m1_232								Bacteroidetes			Bacteria	18	74.51	9.8	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__UBA952;s__	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__;g__;s__	Flavobacteriales bacterium M_DeepCast_10m_m1_232 [Order]	81.36	18.21	24.49		0	911	4382	911	0.927	0.37	0	3754008	31876	31876	4121	4121	4905	4905	11	57	0	0	0	6	63
VGMS00000000	SAMN10966588	M_DeepCast_10m_mx_049								Bacteroidetes			Bacteria	1	52.94	0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__UBA952;s__	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__;g__;s__	Flavobacteriales bacterium M_DeepCast_10m_mx_049 [Order]	11.77	0	0		0	136	468	136	0.891	0.40	0	382398	13979	13979	2812	2812	3303	3303	11	7	0	0	0	0	7
VGFP00000000	SAMN10966402	M_surface_9_m1_013	Bacteria(100)	Bacteroidetes(100)	Bacteroidia(100)	Chitinophagales(100)	Chitinophagaceae(100)	Dinghuibacter(100)	unclassified	Bacteroidetes			Bacteria	22	90.2	2.63	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__;s__	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__;s__	Chitinophagaceae bacterium M_surface_9_m1_013 [Family]	81.77	0.25	100	Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae;Dinghuibacter;uncultured bacterium	0	14	1299	14	0.948	0.41	0	1434524	549120	549120	102466	102466	430371	430371	11	30	0	0	0	0	30
VGFQ00000000	SAMN10966403	M_surface_9_m1_241								Bacteroidetes			Bacteria	21	90.2	1.96	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__;s__	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__;s__	Chitinophagaceae bacterium M_surface_9_m1_241 [Family]	84.73	0.74	50		0	33	2413	33	0.920	0.55	0	2847907	493717	493717	86300	86300	199787	199787	11	32	0	0	0	0	32
VGMV00000000	SAMN10966591	K_Offshore_40m_m2_146								Bacteroidetes			Bacteria	18	92.16	3.92	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__UBA952;s__	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__;g__;s__	Flavobacteriales bacterium K_Offshore_40m_m2_146 [Order]	77.57	12.16	64.86		0	407	2153	407	0.937	0.37	0	1968913	28836	28836	4838	4838	6586	6586	11	34	0	0	0	0	34
VGFR00000000	SAMN10966404	M_surface_9_m1_277	Bacteria(100)	Bacteroidetes(100)	Bacteroidia(100)	unclassified	unclassified	unclassified	unclassified	Bacteroidetes			Bacteria	2	92.16	5.88	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UA16;g__;s__	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__;g__;s__	Flavobacteriales bacterium M_surface_9_m1_277 [Order]	96.15	2.36	11.11	Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;NS9 marine group;uncultured bacterium	0	216	1996	216	0.962	0.40	0	2073851	67375	67375	9601	9601	14802	14802	11	30	0	0	0	0	30
VGFS00000000	SAMN10966405	M_surface_9_m1_279	Bacteria(100)	Bacteroidetes(100)	Bacteroidia(100)	Sphingobacteriales(100)	NS11-12_marine_group(100)	unclassified	unclassified	Bacteroidetes			Bacteria	4	98.04	1.96	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__NS11-12g;f__UBA955;g__UBA955;s__	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__;f__;g__;s__	Bacteroidia bacterium M_surface_9_m1_279 [Class]	98.09	0.02	100	Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;NS11-12 marine group;uncultured Flavobacterium sp.	0	79	1793	79	0.949	0.47	0	2065080	120924	120924	26140	26140	46535	46535	11	34	0	0	0	0	34
VGFT00000000	SAMN10966406	M_surface_9_m1_282	Bacteria(99)	Bacteroidetes(98)	Bacteroidia(98)	Chitinophagales(90)	Chitinophagaceae(90)	unclassified	unclassified	Bacteroidetes			Bacteria	21	100	1.96	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__JJ008;s__	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__;s__	Chitinophagaceae bacterium M_surface_9_m1_282 [Family]	93.6	0	0		0	10	1842	10	0.940	0.49	0	2030142	543733	543733	203014	203014	315513	315513	11	32	0	0	0	1	33
VHAG00000000	SAMN10966941	K_Offshore_0m_mx_172								Bacteroidetes			Bacteria	40	60.78	9.8	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__;f__;g__;s__	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__;f__;g__;s__	Bacteroidia bacterium K_Offshore_0m_mx_172 [Class]	48.47	5.76	76.19		0	598	1401	598	0.962	0.52	0	1119872	7536	7536	1873	1873	1918	1918	11	12	0	0	0	0	12
VHAH00000000	SAMN10966942	M_DeepCast_100m_m1_345								Bacteroidetes			Bacteria	40	80.39	9.8	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__;f__;g__;s__	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__;f__;g__;s__	Bacteroidia bacterium M_DeepCast_100m_m1_345 [Class]	61.32	17.52	89.39		0	323	1739	323	0.956	0.51	0	1715241	24791	24791	5310	5310	6973	6973	11	38	0	0	0	1	39
VHAI00000000	SAMN10966943	M_DeepCast_100m_mx_282	Eukaryota(100)	Euglenozoa(100)	Kinetoplastea(100)	Metakinetoplastina(100)	Trypanosomatida(83)	unclassified	unclassified	Bacteroidetes			Bacteria	40	88.24	9.8	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__;f__;g__;s__	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__;f__;g__;s__	Bacteroidia bacterium M_DeepCast_100m_mx_282 [Class]	65.32	19.76	87.69		0	331	1581	331	0.950	0.51	0	1602239	41472	41472	4841	4841	7860	7860	11	28	0	0	0	0	28
VHAJ00000000	SAMN10966944	M_DeepCast_100m_mx_304	Bacteria(83)	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	Bacteroidetes			Bacteria	40	72.55	11.76	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__;f__;g__;s__	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__;f__;g__;s__	Bacteroidia bacterium M_DeepCast_100m_mx_304 [Class]	59.72	21.27	89.39		0	587	1757	587	0.949	0.51	0	1515898	21469	21469	2582	2582	3073	3073	11	30	0	0	0	0	30
