NCBI Genome Submission ID,NCBI BioSample Submission ID,Genome (MAG Identifier),Genome completeness (CheckM),Genome contamination (CheckM),Manual Taxonomy,Taxonomy (GTDB-tk),Comparison of Manual Taxonomy (16RP) and GTDB-tk,Candidate phyla,DPANN,Domain,Number of MAG in cluster (dRep),Completeness (DasTool),Contamination (DasTool),TaxAss-kingdom,TaxAss-phylum,TaxAss-class,TaxAss-order,TaxAss-lineage,TaxAss-clade,TaxAss-tribe,Taxonomy (NCBI),Strain name,16S rRNA phylogeny (CheckM),Number of contigs,Number of  predicted genes,Number of scaffolds,Coding density,GC,Genome size (bp),Longest contig,Longest scaffold,Mean contig length,Mean scaffold length,N50 (contigs),N50 (scaffolds),Translation table,tRNAs decoding Standard 20 AA,Selenocysteine tRNAs,Possible suppressor tRNAs,tRNAs with undetermined/unknown isotypes,Predicted pseudogenes,Total tRNAs
VGGU00000000,SAMN10966433,M_DeepCast_65m_mx_068,94.01,0.49,Bacteroidetes,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__JJ008;s__,Match,,,Bacteria,2,90.2,0,Bacteria(100),Proteobacteria(100),Gammaproteobacteria(100),Betaproteobacteriales(100),Methylophilaceae(100),Methylotenera(99),unclassified,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__;s__,Chitinophagaceae bacterium M_DeepCast_65m_mx_068 [Family],Bacteria;Proteobacteria;Betaproteobacteria;Methylophilales;Methylophilaceae;Methylotenera;uncultured bacterium,107,1620,107,0.944,0.42,1739071,127163,127163,16253,16253,46596,46596,11,38,0,0,0,0,38
VGGV00000000,SAMN10966434,K_Offshore_80m_m1_206,97.54,0.74,Bacteroidetes,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__JJ008;s__,Match,,,Bacteria,13,98.04,1.96,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Chitinophagales(100),Chitinophagaceae(100),unclassified,unclassified,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__;s__,Chitinophagaceae bacterium K_Offshore_80m_m1_206 [Family],Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae;uncultured;uncultured Bacteroidetes bacterium,64,2632,64,0.900,0.45,2638116,193086,193086,41221,41221,106002,106002,11,38,0,0,0,0,38
VGGW00000000,SAMN10966435,K_Offshore_surface_m2_247,95.99,1.48,Bacteroidetes,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Pedobacter_A;s__,Match,,,Bacteria,10,80.39,7.84,,,,,,,,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__;s__,Sphingobacteriaceae bacterium K_Offshore_surface_m2_247 [Family],,320,2801,320,0.875,0.39,2993297,41454,41454,9354,9354,14579,14579,11,27,0,0,0,1,28
VGMK00000000,SAMN10966580,M_surface_9_m2_059,92.16,1.44,Bacteroidetes,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__UBA952;s__,Match,,,Bacteria,18,100,5.88,,,,,,,,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__;g__;s__,Flavobacteriales bacterium M_surface_9_m2_059 [Order],,267,2116,267,0.940,0.37,2042262,44227,44227,7649,7649,10506,10506,11,30,0,0,0,0,30
VGML00000000,SAMN10966581,M_surface_9_m2_064,92.06,1.08,Bacteroidetes,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__UBA952;s__,Match,,,Bacteria,1,90.2,9.8,,,,,,,,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__;g__;s__,Flavobacteriales bacterium M_surface_9_m2_064 [Order],,368,2518,368,0.941,0.36,2450283,55203,55203,6658,6658,9007,9007,11,28,0,0,0,0,28
VGMN00000000,SAMN10966583,K_DeepCast_0m_m2_222,93.07,0,Bacteroidetes,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__JJ008;s__,Match,,,Bacteria,23,94.12,1.96,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Chitinophagales(100),Chitinophagaceae(100),Terrimonas(100),unclassified,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__;s__,Chitinophagaceae bacterium K_DeepCast_0m_m2_222 [Family],Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae;Terrimonas;uncultured bacterium,36,1581,36,0.952,0.41,1763194,265092,265092,48978,48978,141793,141793,11,35,0,0,0,0,35
VGMT00000000,SAMN10966589,K_DeepCast_35m_m2_130,96.67,0.4,Bacteroidetes,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__;g__;s__,Match,,,Bacteria,13,98.04,1.96,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidetes_VC2.1_Bac22(99),unclassified,unclassified,unclassified,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__;g__;s__,Flavobacteriales bacterium K_DeepCast_35m_m2_130 [Order],Bacteria;Bacteroidetes;Bacteroidetes VC2.1 Bac22;uncultured Bacteroidetes bacterium,62,2236,62,0.910,0.47,2451745,166844,166844,39544,39544,72629,72629,11,35,0,0,0,0,35
VGMU00000000,SAMN10966590,K_Offshore_40m_m1_251,97.43,4.19,Bacteroidetes,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Algoriphagus;s__,Match,,,Bacteria,22,100,5.26,,,,,,,,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Algoriphagus;s__,Algoriphagus sp. K_Offshore_40m_m1_251 [Genus],,136,2436,136,0.918,0.44,2648373,108784,108784,19473,19473,37716,37716,11,36,0,0,0,0,36
VGMW00000000,SAMN10966592,K_Offshore_40m_m2_287,99.73,0,Bacteroidetes,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__ELB16-189;s__,Match,,,Bacteria,17,98.04,2.63,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Cytophagales(100),Microscillaceae(100),unclassified,unclassified,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__ELB16-189;s__,ELB16-189 sp. K_Offshore_40m_m2_287 [Genus],Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;uncultured;uncultured bacterium,12,2399,12,0.941,0.45,2772386,967534,967534,231032,231032,620567,620567,11,38,0,2,0,3,43
VGMY00000000,SAMN10966594,K_Offshore_surface_m2_005,97.28,0,Bacteroidetes,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__UBA952;s__,Match,,,Bacteria,23,96.08,2.63,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Flavobacteriales(100),Crocinitomicaceae(100),Fluviicola(100),unclassified,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__;g__;s__,Flavobacteriales bacterium K_Offshore_surface_m2_005 [Order],Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Cryomorphaceae;Fluviicola;uncultured bacterium,50,2039,50,0.959,0.43,2340679,234346,234346,46814,46814,88058,88058,11,30,0,0,0,0,30
VHAF00000000,SAMN10966940,K_Offshore_0m_mx_046,61.06,3.6,Bacteroidetes,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__;f__;g__;s__,Match,,,Bacteria,40,80.39,11.76,,,,,,,,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__;f__;g__;s__,Bacteroidia bacterium K_Offshore_0m_mx_046 [Class],,508,1547,508,0.953,0.50,1349154,16869,16869,2656,2656,3198,3198,11,24,0,0,0,0,24
VHAM00000000,SAMN10966947,M_surface_10_m2_039,72.26,7.05,Bacteroidetes,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__NS11-12g;f__UBA955;g__UBA955;s__,Match,,,Bacteria,4,90.2,11.76,,,,,,,,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__;f__;g__;s__,Bacteroidia bacterium M_surface_10_m2_039 [Class],,898,3078,898,0.777,0.44,2836937,13471,13471,3159,3159,3497,3497,11,23,0,0,0,0,23
VHAP00000000,SAMN10966950,K_Offshore_120m_mx_094,68.92,5.9,Bacteroidetes,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__;f__;g__;s__,Match,,,Bacteria,40,92.16,9.8,,,,,,,,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__;f__;g__;s__,Bacteroidia bacterium K_Offshore_120m_mx_094 [Class],,775,1955,775,0.940,0.51,1619956,12071,12071,2090,2090,2303,2303,11,36,0,0,0,1,37
VHAR00000000,SAMN10966952,K_DeepCast_35m_m1_052,65.55,3.33,Bacteroidetes,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__;f__;g__;s__,Match,,,Bacteria,40,62.75,3.92,Bacteria(85),unclassified,unclassified,unclassified,unclassified,unclassified,unclassified,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__;f__;g__;s__,Bacteroidia bacterium K_DeepCast_35m_m1_052 [Class],,180,1190,180,0.959,0.51,1224310,32661,32661,6802,6802,9467,9467,11,23,0,0,0,0,23
VHAT00000000,SAMN10966954,K_Offshore_40m_m1_004,94.83,1.63,Bacteroidetes,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__JJ008;s__,Match,,,Bacteria,5,96.08,1.96,,,,,,,,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__;s__,Chitinophagaceae bacterium K_Offshore_40m_m1_004 [Family],,51,1713,51,0.947,0.47,1900676,124346,124346,37268,37268,64136,64136,11,34,0,0,0,0,34
VHAW00000000,SAMN10966957,M_DeepCast_50m_m2_146,92.44,3.27,Bacteroidetes,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__;f__;g__;s__,Match,,,Bacteria,9,96.08,11.76,,,,,,,,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__;f__;g__;s__,Bacteroidia bacterium M_DeepCast_50m_m2_146 [Class],,205,1632,205,0.946,0.49,1698923,34405,34405,8287,8287,12256,12256,11,35,0,0,0,0,35
VHAX00000000,SAMN10966958,M_DeepCast_50m_m2_245,94.37,1.67,Bacteroidetes,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__;f__;g__;s__,Match,,,Bacteria,10,98.04,0,,,,,,,,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__;f__;g__;s__,Bacteroidia bacterium M_DeepCast_50m_m2_245 [Class],,53,1837,53,0.928,0.52,2089674,169175,169175,39428,39428,66532,66532,11,38,0,0,0,0,38
VHBA00000000,SAMN10966961,M_surface_9_m1_271,96.27,0.55,Bacteroidetes,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__NS11-12g;f__UBA955;g__;s__,Match,,,Bacteria,17,98.04,0,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Sphingobacteriales(100),NS11-12_marine_group(100),unclassified,unclassified,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__;f__;g__;s__,Bacteroidia bacterium M_surface_9_m1_271 [Class],Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;NS11-12 marine group;uncultured bacterium,91,2070,91,0.946,0.45,2258967,101033,101033,24824,24824,40365,40365,11,33,0,0,0,0,33
VHBB00000000,SAMN10966962,M_surface_9_m1_296,92.62,0.5,Bacteroidetes,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__JJ008;s__,Match,,,Bacteria,9,98.04,2.63,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__;s__,Chitinophagaceae bacterium M_surface_9_m1_296 [Family],,35,1619,35,0.948,0.48,1787557,317586,317586,51073,51073,176548,176548,11,30,0,0,0,0,30
VHBC00000000,SAMN10966963,M_surface_9_mx_199,99.73,0.54,Bacteroidetes,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__UBA952;s__,Match,,,Bacteria,22,98.04,0,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Flavobacteriales(100),Crocinitomicaceae(100),Fluviicola(100),unclassified,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__;g__;s__,Flavobacteriales bacterium M_surface_9_mx_199 [Order],Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Cryomorphaceae;Fluviicola;uncultured bacterium,65,1962,65,0.957,0.43,2220027,201489,201489,34154,34154,97612,97612,11,35,0,0,0,0,35
VHBD00000000,SAMN10966964,K_Offshore_surface_m2_088,80.35,5.11,Bacteroidetes,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__;f__;g__;s__,Match,,,Bacteria,40,92.16,3.92,,,,,,,,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__;f__;g__;s__,Bacteroidia bacterium K_Offshore_surface_m2_088 [Class],,243,1545,243,0.956,0.50,1594965,35650,35650,6564,6564,8439,8439,11,32,0,0,0,0,32
VHBE00000000,SAMN10966965,K_Offshore_surface_mx_261,72.56,8.47,Bacteroidetes,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__;f__;g__;s__,Match,,,Bacteria,40,90.2,11.76,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__;f__;g__;s__,Bacteroidia bacterium K_Offshore_surface_mx_261 [Class],,533,1843,533,0.954,0.51,1670217,26140,26140,3134,3134,4292,4292,11,36,0,0,0,2,38
VGHM00000000,SAMN10966451,K_Offshore_120m_m2_141,84.1,9.85,Betaproteobacteria,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__;g__;s__,Match,,,Bacteria,4,80.39,13.73,,,,,,,,d__Bacteria;p__;c__Gammaproteobacteria;o__Betaproteobacteriales;f__;g__;s__,Betaproteobacteriales bacterium K_Offshore_120m_m2_141 [Order],,952,4481,952,0.908,0.61,3763220,22498,22498,3953,3953,4579,4579,11,24,0,0,0,1,25
VGHA00000000,SAMN10966439,M_surface_7_m1_304,95.83,3.29,Betaproteobacteria,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__;s__,Match,,,Bacteria,21,100,5.26,Bacteria(100),Proteobacteria(100),Gammaproteobacteria(100),Betaproteobacteriales(100),Burkholderiaceae(100),unclassified,unclassified,d__Bacteria;p__;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__;s__,Burkholderiaceae bacterium M_surface_7_m1_304 [Family],Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Limnobacter;uncultured beta proteobacterium,390,4614,390,0.937,0.62,4665477,86685,86685,11963,11963,20011,20011,11,44,0,1,0,1,46
VGHB00000000,SAMN10966440,M_surface_9_m1_249,99.14,0.26,Betaproteobacteria,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__;s__,Match,,,Bacteria,22,100,0,Bacteria(100),Proteobacteria(100),Gammaproteobacteria(100),Betaproteobacteriales(100),Burkholderiaceae(100),Sphaerotilus(100),unclassified,d__Bacteria;p__;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__;s__,Burkholderiaceae bacterium M_surface_9_m1_249 [Family],Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Sphaerotilus;uncultured bacterium,40,2526,40,0.928,0.63,2703089,264136,264136,67577,67577,148404,148404,11,46,0,0,0,1,47
VGHO00000000,SAMN10966453,K_DeepCast_35m_m1_286,94.29,2.05,Betaproteobacteria,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__;s__,Match,,,Bacteria,22,92.16,5.88,Bacteria(100),Proteobacteria(100),Gammaproteobacteria(100),Betaproteobacteriales(100),Burkholderiaceae(99),Limnobacter(95),unclassified,d__Bacteria;p__;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__;s__,Burkholderiaceae bacterium K_DeepCast_35m_m1_286 [Family],Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Limnobacter;uncultured bacterium,353,2927,353,0.908,0.64,2950379,86211,86211,8358,8358,12202,12202,11,34,0,1,0,0,35
VGHR00000000,SAMN10966456,K_Offshore_40m_m1_237,98.36,4.09,Betaproteobacteria,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__;s__,Match,,,Bacteria,13,98.04,0,Bacteria(100),Proteobacteria(100),Gammaproteobacteria(100),Betaproteobacteriales(100),Burkholderiaceae(100),unclassified,unclassified,d__Bacteria;p__;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__;s__,Burkholderiaceae bacterium K_Offshore_40m_m1_237 [Family],Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Polaromonas;uncultured Polaromonas sp.,246,3223,246,0.918,0.63,3102617,114924,114924,12612,12612,26345,26345,11,44,0,0,0,0,44
VGHX00000000,SAMN10966462,K_Offshore_40m_mx_035,96.88,3.92,Betaproteobacteria,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__;s__,Match,,,Bacteria,21,100,5.88,,,,,,,,d__Bacteria;p__;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__;s__,Burkholderiaceae bacterium K_Offshore_40m_mx_035 [Family],,195,2783,195,0.910,0.56,2709013,70127,70127,13892,13892,27842,27842,11,41,0,0,0,1,42
VGIJ00000000,SAMN10966474,K_Offshore_surface_m1_273,67.53,6.1,Betaproteobacteria,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__;s__,Match,,,Bacteria,4,86.27,7.89,Bacteria(82),unclassified,unclassified,unclassified,unclassified,unclassified,unclassified,d__Bacteria;p__;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__;s__,Burkholderiaceae bacterium K_Offshore_surface_m1_273 [Family],,638,2529,638,0.900,0.55,2072036,16365,16365,3248,3248,3416,3416,11,18,0,0,0,0,18
VGHD00000000,SAMN10966442,M_surface_10_m1_315,68.73,2.23,Betaproteobacteria,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__Limnohabitans;s__,Match,,,Bacteria,1,78.43,5.88,,,,,,,,d__Bacteria;p__;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__Limnohabitans;s__,Limnohabitans sp. M_surface_10_m1_315 [Genus],,531,1995,531,0.935,0.60,1657532,18418,18418,3122,3122,3417,3417,11,25,0,0,0,0,25
VGHL00000000,SAMN10966450,K_Offshore_120m_m1_203,74.14,2.06,Betaproteobacteria,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__Limnohabitans;s__,Match,,,Bacteria,1,76.47,9.8,,,,,,,,d__Bacteria;p__;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__Limnohabitans;s__,Limnohabitans sp. K_Offshore_120m_m1_203 [Genus],,505,1950,505,0.921,0.65,1630466,12988,12988,3229,3229,3602,3602,11,24,0,0,0,0,24
VGIH00000000,SAMN10966472,K_Offshore_surface_m1_010,91.14,1.28,Betaproteobacteria,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__Polynucleobacter;s__,Match,,,Bacteria,5,92.16,2.63,Bacteria(100),Proteobacteria(100),Gammaproteobacteria(100),Betaproteobacteriales(100),betII(100),Pnec(100),PnecB(100),d__Bacteria;p__;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__Polynucleobacter;s__,Polynucleobacter sp. K_Offshore_surface_m1_010 [Genus],Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Polynucleobacter;uncultured bacterium,227,2226,227,0.933,0.47,1978166,48729,48729,8714,8714,14957,14957,11,33,0,0,0,0,33
VGHK00000000,SAMN10966449,M_DeepCast_100m_m2_214,95.12,0.41,Betaproteobacteria,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__UBA2463;s__,Match,,,Bacteria,23,98.04,1.96,Bacteria(100),Proteobacteria(100),Gammaproteobacteria(100),Betaproteobacteriales(100),Burkholderiaceae(100),MWH-UniP1_aquatic_group(96),unclassified,d__Bacteria;p__;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__;s__,Burkholderiaceae bacterium M_DeepCast_100m_m2_214 [Family],Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;MWH-UniP1 aquatic group;uncultured beta proteobacterium,97,2164,97,0.938,0.58,2261204,171720,171720,23311,23311,47524,47524,11,40,0,1,0,1,42
VGHN00000000,SAMN10966452,K_DeepCast_35m_m1_018,93.23,1.39,Betaproteobacteria,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__UBA2463;s__,Match,,,Bacteria,22,96.08,0,,,,,,,,d__Bacteria;p__;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__;s__,Burkholderiaceae bacterium K_DeepCast_35m_m1_018 [Family],,49,1588,49,0.953,0.59,1563733,185205,185205,31913,31913,100752,100752,11,38,0,1,0,0,39
VGHV00000000,SAMN10966460,K_Offshore_40m_m2_080,90.98,7.08,Betaproteobacteria,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__UBA3064;s__,Match,,,Bacteria,19,88.24,13.73,,,,,,,,d__Bacteria;p__;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__;s__,Burkholderiaceae bacterium K_Offshore_40m_m2_080 [Family],,578,3409,578,0.930,0.53,3106837,30938,30938,5375,5375,6645,6645,11,34,0,0,1,1,36
VGIL00000000,SAMN10966476,K_Offshore_surface_m2_092,68.85,6.12,Betaproteobacteria,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__UBA3064;s__,Match,,,Bacteria,5,88.24,5.88,,,,,,,,d__Bacteria;p__;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__;s__,Burkholderiaceae bacterium K_Offshore_surface_m2_092 [Family],,467,2347,467,0.927,0.52,2048865,28893,28893,4387,4387,5034,5034,11,26,0,0,0,0,26
VGVU00000000,SAMN10966824,K_DeepCast_150m_m2_250,84.47,1.58,Betaproteobacteria,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Hydrogenophilaceae;g__;s__,Match,,,Bacteria,11,100,0,,,,,,,,d__Bacteria;p__;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Hydrogenophilaceae;g__;s__,Hydrogenophilaceae bacterium K_DeepCast_150m_m2_250 [Family],,190,1531,190,0.940,0.62,1397722,39408,39408,7356,7356,11164,11164,11,36,0,0,0,0,36
VGVT00000000,SAMN10966823,K_DeepCast_150m_m1_387,97.71,2.19,Betaproteobacteria,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Hydrogenophilaceae;g__UBA3361;s__,Match,,,Bacteria,9,100,2.63,Bacteria(100),Proteobacteria(100),Gammaproteobacteria(100),Betaproteobacteriales(100),Hydrogenophilaceae(100),unclassified,unclassified,d__Bacteria;p__;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Hydrogenophilaceae;g__;s__,Hydrogenophilaceae bacterium K_DeepCast_150m_m1_387 [Family],Bacteria;Proteobacteria;Betaproteobacteria;Hydrogenophilales;Hydrogenophilaceae;uncultured;uncultured bacterium,121,2706,121,0.918,0.67,2696632,146641,146641,22286,22286,51424,51424,11,44,0,0,0,0,44
VGIC00000000,SAMN10966467,M_DeepCast_65m_m2_126,97.44,0,Betaproteobacteria,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Methylophilaceae;g__Methylotenera;s__,Match,,,Bacteria,3,100,0,,,,,,,,d__Bacteria;p__;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Methylophilaceae;g__Methylotenera;s__,Methylotenera sp. M_DeepCast_65m_m2_126 [Genus],,44,1515,44,0.899,0.48,1561023,113226,113226,35478,35478,48442,48442,11,36,0,0,0,0,36
VGHJ00000000,SAMN10966448,M_DeepCast_100m_m1_373,95.73,1.81,Betaproteobacteria,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Rhodocyclaceae;g__UTPRO2;s__,Match,,,Bacteria,11,100,5.26,,,,,,,,d__Bacteria;p__;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Rhodocyclaceae;g__;s__,Rhodocyclaceae bacterium M_DeepCast_100m_m1_373 [Family],,118,2754,118,0.939,0.67,2673706,176406,176406,22659,22659,53280,53280,11,40,0,1,0,2,43
VGHP00000000,SAMN10966454,K_DeepCast_35m_m2_259,77.09,4.59,Betaproteobacteria,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__SG8-39;g__;s__,Match,,,Bacteria,20,92.16,3.92,,,,,,,,d__Bacteria;p__;c__Gammaproteobacteria;o__Betaproteobacteriales;f__;g__;s__,Betaproteobacteriales bacterium K_DeepCast_35m_m2_259 [Order],,696,2736,696,0.935,0.68,2170900,27020,27020,3119,3119,3373,3373,11,22,0,0,0,1,23
VGHS00000000,SAMN10966457,K_Offshore_40m_m1_259,72.5,6.71,Betaproteobacteria,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__SG8-39;g__;s__,Match,,,Bacteria,7,54.9,7.89,Bacteria(92),Proteobacteria(82),unclassified,unclassified,unclassified,unclassified,unclassified,d__Bacteria;p__;c__Gammaproteobacteria;o__Betaproteobacteriales;f__;g__;s__,Betaproteobacteriales bacterium K_Offshore_40m_m1_259 [Order],,500,2685,500,0.943,0.67,2136761,22213,22213,4274,4274,5062,5062,11,19,0,0,0,0,19
VGHW00000000,SAMN10966461,K_Offshore_40m_m2_212,55.83,3.74,Betaproteobacteria,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__SG8-39;g__;s__,Match,,,Bacteria,20,80.39,9.8,,,,,,,,d__Bacteria;p__;c__Gammaproteobacteria;o__Betaproteobacteriales;f__;g__;s__,Betaproteobacteriales bacterium K_Offshore_40m_m2_212 [Order],,584,2068,584,0.947,0.69,1579616,11869,11869,2705,2705,2731,2731,11,12,0,1,0,0,13
